,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANNUAL REGULAR INCOME AND DEPENDENCIES,,,,,,,,,,,,,,,,,,,,,,,,,,,
by LGU,,,,,,,,,,,,,,,,,,,,,,,,,,,
FY 2019 (Final),,,,,,,,,,,,,,,,,,,,,,,,,,,
In Php Million,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION,PROVINCE,LGU NAME,LGU TYPE,INCOME CLASS,LOCALLY SOURCED REVENUE (LSR),,,,,,,,,INTEREST INCOME,INTERNAL REVENUE ALLOTMENT (IRA),OTHER SHARES FROM NATIONAL TAX COLLECTION,,,,,,,ANNUAL REGULAR INCOME (ARI),LSR DEPENDENCY,IRA DEPENDENCY,OTHER SHARES FROM NATIONAL TAX DEPENDENCY,
,,,,,TAX REVENUE,,,,NON-TAX REVENUE,,,,TOTAL LOCALLY - SOURCED REVENUE (LSR),,,"Share From Economic Zone 
(RA 7227)",Share From EVAT,Share From National Wealth,Share From Pagcor/PCSO/Lotto,Share From Tobacco Excise Tax (RA 7171),Others,TOTAL OTHER SHARES FROM NATIONAL TAX COLLECTION,,,,,
,,,,,"Real Property Tax 
(General Fund)",Tax On Business,Other Taxes,Total Tax Revenue,Regulatory Fees,Service/User Charges,Receipts From Economic Enterprises,Total Non-Tax Revenue,,,,,,,,,,,,,,,
,,,,,,,,,,,,,a,,b,,,,,,,c,d,e = a / d,f = b / d,g = c / d,
Region VIII,Northern Samar,Northern Samar,Province,2nd,10.67,3.92,0.93,15.52,1.69,218.62,0.00,220.31,235.83,3.90,"1,312.74",0.00,0.00,0.00,0.59,0.00,0.00,0.59,"1,553.05",15.2%,84.5%,0.0%,
Region VIII,Samar,Samar,Province,1st,4.15,1.15,0.35,5.66,0.00,15.38,0.00,15.38,21.03,0.64,"1,677.17",0.00,0.00,0.00,1.36,0.00,0.00,1.36,"1,700.20",1.2%,98.6%,0.1%,
Region VIII,Southern Leyte,Southern Leyte,Province,3rd,7.68,3.51,1.67,12.85,0.39,1.33,293.13,294.84,307.70,0.67,942.24,0.00,0.00,0.00,1.45,0.00,0.00,1.45,"1,252.05",24.6%,75.3%,0.1%,
Region IX,Zamboanga Del Norte,Zamboanga Del Norte,Province,1st,13.81,7.40,2.25,23.46,0.20,42.17,0.00,42.38,65.83,4.94,"1,999.44",0.00,0.00,0.00,2.20,0.00,0.00,2.20,"2,072.42",3.2%,96.5%,0.1%,
Region IX,Zamboanga Del Sur,Zamboanga Del Sur,Province,1st,24.43,4.31,1.48,30.22,0.50,67.71,3.16,71.36,101.59,2.01,"1,714.01",0.00,0.00,0.00,2.22,0.00,0.00,2.22,"1,819.82",5.6%,94.2%,0.1%,
Region IX,Zamboanga Sibugay,Zamboanga Sibugay,Province,2nd,7.87,4.07,0.97,12.91,4.15,42.19,0.00,46.34,59.25,0.67,"1,304.71",0.00,0.00,0.17,1.48,0.00,0.00,1.66,"1,366.29",4.3%,95.5%,0.1%,
Region X,Bukidnon,Bukidnon,Province,1st,63.70,45.87,8.19,117.77,15.45,711.07,0.00,726.51,844.28,20.95,"2,665.36",0.00,0.00,5.76,1.54,0.00,0.00,7.31,"3,537.90",23.9%,75.3%,0.2%,
Region X,Camiguin,Camiguin,Province,5th,3.48,2.27,0.65,6.40,0.41,27.72,10.07,38.19,44.60,5.70,502.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,552.73,8.1%,90.9%,0.0%,
Region X,Lanao Del Norte,Lanao Del Norte,Province,2nd,30.10,3.09,1.18,34.37,0.20,17.56,222.33,240.09,274.46,2.11,"1,280.60",0.00,0.00,4.98,0.99,0.00,0.00,5.97,"1,563.14",17.6%,81.9%,0.4%,
Region X,Misamis Occidental,Misamis Occidental,Province,2nd,11.74,4.36,0.80,16.91,4.02,3.54,191.88,199.44,216.34,2.27,"1,120.70",0.00,0.00,0.00,0.25,0.00,0.00,0.25,"1,339.56",16.2%,83.7%,0.0%,
Region X,Misamis Oriental,Misamis Oriental,Province,1st,89.12,21.21,6.16,116.50,17.66,12.23,140.93,170.82,287.32,0.01,"1,468.92",0.00,0.00,0.40,0.58,0.00,0.00,0.98,"1,757.23",16.4%,83.6%,0.1%,
Region XI,Davao De Oro,Davao De Oro,Province,1st,24.19,18.50,7.96,50.65,1.19,38.31,398.38,437.88,488.53,1.87,"1,480.28",0.00,0.00,10.86,0.84,0.00,0.00,11.69,"1,982.36",24.6%,74.7%,0.6%,
Region XI,Davao Del Norte,Davao Del Norte,Province,1st,28.08,22.68,4.04,54.81,0.85,44.51,122.62,167.98,222.79,0.00,"1,609.75",0.00,0.00,0.00,1.04,0.00,0.00,1.04,"1,833.58",12.2%,87.8%,0.1%,
Region XI,Davao Del Sur,Davao Del Sur,Province,1st,41.27,4.41,4.42,50.10,0.00,51.04,2.93,53.98,104.08,0.59,"1,157.73",0.00,0.00,6.25,0.42,0.00,0.00,6.68,"1,269.08",8.2%,91.2%,0.5%,
Region XI,Davao Occidental,Davao Occidental,Province,4th,80.58,0.57,1.51,82.66,0.15,22.26,0.00,22.41,105.07,0.94,879.68,0.00,0.00,0.00,0.11,0.00,0.03,0.14,985.83,10.7%,89.2%,0.0%,
Region XI,Davao Oriental,Davao Oriental,Province,1st,17.18,5.76,1.57,24.50,5.57,1.02,193.25,199.84,224.34,0.41,"1,451.78",0.00,0.00,0.01,0.30,0.00,0.00,0.31,"1,676.83",13.4%,86.6%,0.0%,
Region XII,North Cotabato,North Cotabato,Province,1st,41.77,27.96,4.40,74.13,2.23,264.07,0.00,266.30,340.43,25.97,"2,483.96",0.00,0.00,1.56,1.27,0.00,0.00,2.83,"2,853.19",11.9%,87.1%,0.1%,
Region XII,Sarangani,Sarangani,Province,2nd,5.13,9.71,1.37,16.21,2.12,29.13,0.00,31.25,47.46,4.34,"1,229.04",0.00,0.00,0.11,0.00,0.00,0.00,0.11,"1,280.96",3.7%,95.9%,0.0%,
Region XII,South Cotabato,South Cotabato,Province,1st,53.61,25.89,9.78,89.28,1.17,376.70,25.87,403.75,493.03,2.48,"1,576.22",0.00,0.00,0.04,1.08,0.00,0.00,1.12,"2,072.85",23.8%,76.0%,0.1%,
Region XII,Sultan Kudarat,Sultan Kudarat,Province,1st,20.66,4.81,3.08,28.55,2.18,9.54,0.00,11.72,40.26,0.73,"1,622.85",0.00,0.00,0.40,0.16,0.00,0.00,0.56,"1,664.42",2.4%,97.5%,0.0%,
Region XIII,Agusan Del Norte,Agusan Del Norte,Province,3rd,5.07,14.31,1.25,20.64,7.06,104.20,7.81,119.08,139.71,1.27,980.34,0.00,0.00,5.48,0.65,0.00,0.00,6.13,"1,127.45",12.4%,87.0%,0.5%,
Region XIII,Agusan Del Sur,Agusan Del Sur,Province,1st,30.24,18.16,3.27,51.67,35.51,122.57,56.96,215.04,266.71,0.00,"2,010.51",0.00,0.00,14.35,0.67,0.00,0.00,15.02,"2,292.25",11.6%,87.7%,0.7%,
Region XIII,Dinagat Islands,Dinagat Islands,Province,4th,2.28,0.82,4.75,7.86,3.68,4.29,0.00,7.97,15.83,0.83,616.24,0.00,0.00,13.37,0.28,0.00,0.00,13.65,646.56,2.4%,95.3%,2.1%,
Region XIII,Surigao Del Norte,Surigao Del Norte,Province,2nd,15.88,4.30,5.45,25.63,3.82,15.08,76.63,95.52,121.16,6.21,"1,013.56",0.00,0.00,94.52,0.69,0.00,0.00,95.21,"1,236.13",9.8%,82.0%,7.7%,
Region XIII,Surigao Del Sur,Surigao Del Sur,Province,1st,22.47,7.83,1.41,31.71,1.02,25.30,0.82,27.14,58.85,0.63,"1,404.15",0.00,0.00,32.02,0.60,0.00,0.00,32.62,"1,496.25",3.9%,93.8%,2.2%,
BARMM,Basilan,Basilan,Province,3rd,0.14,0.00,0.07,0.21,0.00,17.13,0.00,17.14,17.35,0.00,"1,016.74",0.00,0.00,0.00,0.03,0.00,22.62,22.65,"1,056.74",1.6%,96.2%,2.1%,
BARMM,Lanao Del Sur,Lanao Del Sur,Province,1st,11.80,0.20,4.80,16.80,0.00,0.26,0.00,0.26,17.06,0.00,"2,511.17",0.00,0.00,7.22,0.00,0.00,0.00,7.22,"2,535.44",0.7%,99.0%,0.3%,
BARMM,Maguindanao,Maguindanao,Province,1st,10.14,2.19,0.27,12.60,0.05,1.78,0.00,1.83,14.43,0.00,"2,151.54",0.00,53.42,0.00,0.00,0.00,0.00,53.42,"2,219.39",0.7%,96.9%,2.4%,
BARMM,Sulu,Sulu,Province,2nd,0.68,0.00,0.01,0.70,0.00,0.00,0.00,0.00,0.70,0.00,"1,316.71",0.00,0.00,0.00,0.12,0.00,19.49,19.61,"1,337.03",0.1%,98.5%,1.5%,
BARMM,Tawi-Tawi,Tawi-Tawi,Province,3rd,0.62,0.00,0.11,0.73,0.00,0.00,0.00,0.00,0.73,0.00,"1,081.69",0.00,0.00,0.00,0.13,0.00,0.00,0.13,"1,082.55",0.1%,99.9%,0.0%,
NCR,Metro Manila,Caloocan City,City,1st,406.02,"1,951.65",127.42,"2,485.08",225.69,156.99,115.61,498.29,"2,983.37",60.86,"2,837.07",1.82,7.13,0.00,10.93,0.00,0.00,19.88,"5,901.18",50.6%,48.1%,0.3%,
NCR,Metro Manila,Las Piñas City,City,1st,282.80,"1,025.36",147.77,"1,455.93",248.72,108.43,1.37,358.52,"1,814.46",3.31,"1,208.24",0.00,0.00,0.00,2.81,0.00,0.00,2.81,"3,028.83",59.9%,39.9%,0.1%,
NCR,Metro Manila,Makati City,City,1st,"2,502.34","8,549.56",722.99,"11,774.89",456.16,276.58,167.35,900.09,"12,674.98",206.53,"1,185.91",333.09,0.00,0.00,6.81,0.00,0.00,339.90,"14,407.31",88.0%,8.2%,2.4%,
NCR,Metro Manila,Malabon City,City,1st,164.81,367.75,29.41,561.98,112.01,132.89,10.68,255.58,817.56,6.46,832.65,0.00,0.00,0.00,2.91,0.00,0.00,2.91,"1,659.57",49.3%,50.2%,0.2%,
NCR,Metro Manila,Mandaluyong City,City,1st,730.52,"2,640.50",186.55,"3,557.57",205.15,61.39,67.19,333.74,"3,891.31",0.00,860.78,0.00,0.00,0.00,4.52,0.00,0.00,4.52,"4,756.61",81.8%,18.1%,0.1%,
NCR,Metro Manila,Manila City,City,Special,"2,909.79","5,091.30",489.33,"8,490.41",728.54,653.25,0.00,"1,381.80","9,872.21",38.04,"3,128.26",0.00,0.00,0.00,176.23,0.00,0.00,176.23,"13,214.74",74.7%,23.7%,1.3%,
NCR,Metro Manila,Marikina City,City,1st,241.01,751.02,50.78,"1,042.81",67.45,129.40,195.61,392.46,"1,435.27",23.35,975.37,0.00,0.00,0.00,5.94,0.00,0.00,5.94,"2,439.93",58.8%,40.0%,0.2%,
NCR,Metro Manila,Muntinlupa City,City,1st,531.05,"2,206.56",204.15,"2,941.75",394.09,110.13,411.60,915.82,"3,857.58",34.82,"1,077.75",219.34,0.00,0.00,5.03,0.00,0.00,224.37,"5,194.51",74.3%,20.7%,4.3%,
NCR,Metro Manila,Navotas City,City,2nd,135.19,299.57,18.91,453.66,28.46,27.44,309.05,364.95,818.61,9.59,639.22,0.00,1.46,0.00,1.85,0.00,0.00,3.31,"1,470.73",55.7%,43.5%,0.2%,
NCR,Metro Manila,Parañaque City,City,1st,823.31,"2,996.96",321.82,"4,142.09",361.65,254.79,22.41,638.84,"4,780.93",2.37,"1,344.39",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,127.69",78.0%,21.9%,0.0%,
NCR,Metro Manila,Pasay City,City,1st,"1,591.55","2,019.80",280.47,"3,891.81",154.31,156.68,99.85,410.84,"4,302.65",17.93,913.65,142.54,0.00,0.00,54.48,0.00,95.08,292.09,"5,526.32",77.9%,16.5%,5.3%,
NCR,Metro Manila,Pasig City,City,1st,833.70,"6,491.99",783.04,"8,108.73",798.11,630.41,442.94,"1,871.46","9,980.19",325.94,"1,490.70",154.72,0.00,0.00,9.16,0.00,0.00,163.88,"11,960.71",83.4%,12.5%,1.4%,
NCR,Metro Manila,Quezon City,City,Special,"2,107.96","12,653.52",915.40,"15,676.88",993.57,281.36,165.89,"1,440.82","17,117.70",464.26,"5,121.80",607.23,0.00,0.00,26.26,0.00,0.00,633.49,"23,337.26",73.3%,21.9%,2.7%,
NCR,Metro Manila,San Juan City,City,1st,298.64,857.34,87.24,"1,243.22",77.20,31.35,89.33,197.88,"1,441.10",25.31,430.85,2.46,0.00,0.00,2.54,0.00,0.00,5.00,"1,902.26",75.8%,22.6%,0.3%,
NCR,Metro Manila,Taguig City,City,1st,"1,077.10","5,533.62","1,081.65","7,692.36",701.09,231.03,208.70,"1,140.83","8,833.19",297.34,"1,568.19",685.56,0.00,0.00,3.12,0.00,0.00,688.68,"11,387.39",77.6%,13.8%,6.0%,
NCR,Metro Manila,Valenzuela City,City,1st,677.22,"1,178.81",119.64,"1,975.67",322.50,126.34,84.42,533.26,"2,508.94",0.47,"1,271.35",0.00,0.00,0.00,5.87,0.00,0.00,5.87,"3,786.63",66.3%,33.6%,0.2%,
CAR,Benguet,Baguio City,City,1st,90.03,345.60,87.54,523.17,104.57,176.47,0.00,281.04,804.20,94.95,835.39,188.48,0.00,0.00,3.78,0.00,0.00,192.26,"1,926.80",41.7%,43.4%,10.0%,
CAR,Kalinga,Tabuk City,City,5th,4.67,25.98,2.09,32.74,9.67,3.56,10.57,23.80,56.54,4.01,999.32,0.00,0.00,0.00,0.76,0.00,0.00,0.76,"1,060.63",5.3%,94.2%,0.1%,
Region I,Pangasinan,Alaminos City,City,4th,19.13,40.50,6.24,65.87,8.92,10.51,53.36,72.79,138.66,1.16,512.21,0.00,0.00,0.00,0.62,0.00,0.00,0.62,652.64,21.2%,78.5%,0.1%,
Region I,Ilocos Norte,Batac City,City,5th,14.21,41.75,2.44,58.40,12.92,13.38,32.68,58.97,117.38,4.18,453.70,0.00,0.00,0.00,0.26,309.42,0.00,309.68,884.93,13.3%,51.3%,35.0%,
Region I,Ilocos Sur,Candon City,City,4th,8.18,39.07,3.67,50.93,11.65,5.63,30.16,47.45,98.37,4.25,413.60,0.00,0.00,0.00,0.00,533.09,0.00,533.09,"1,049.31",9.4%,39.4%,50.8%,
Region I,Pangasinan,Dagupan City,City,2nd,60.14,213.25,22.94,296.33,49.25,23.69,98.52,171.46,467.79,3.64,536.69,0.00,0.00,0.00,1.17,0.00,0.00,1.17,"1,009.29",46.3%,53.2%,0.1%,
Region I,Ilocos Norte,Laoag City,City,3rd,32.34,105.75,11.69,149.79,23.80,17.57,143.38,184.74,334.53,0.66,494.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,829.29,40.3%,59.6%,0.0%,
Region I,Pangasinan,San Carlos City,City,3rd,11.39,50.75,7.93,70.07,17.74,14.34,51.82,83.90,153.97,0.12,676.12,0.00,0.00,0.84,0.37,0.00,0.00,1.21,831.43,18.5%,81.3%,0.1%,
Region I,La Union,San Fernando City,City,3rd,59.81,130.93,10.69,201.43,30.78,15.11,51.61,97.50,298.93,0.88,512.09,14.73,0.00,0.00,1.36,47.41,0.00,63.51,875.40,34.1%,58.5%,7.3%,
Region I,Pangasinan,Urdaneta City,City,2nd,19.85,107.21,10.83,137.89,22.89,25.74,244.82,293.45,431.34,1.55,528.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,960.89,44.9%,54.9%,0.0%,
Region I,Ilocos Sur,Vigan City,City,4th,22.36,97.08,6.55,125.99,10.63,17.02,69.12,96.77,222.76,0.91,336.57,0.00,0.25,0.00,0.39,0.00,0.00,0.64,560.87,39.7%,60.0%,0.1%,
Region II,Isabela,Cauayan City,City,3rd,38.58,159.50,6.92,204.99,22.26,20.23,10.57,53.05,258.04,0.39,722.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,980.60,26.3%,73.6%,0.0%,
Region II,Isabela,Ilagan City,City,"1st
(as Municipality)",7.51,46.25,4.21,57.97,21.72,17.12,58.07,96.90,154.88,0.04,"1,449.88",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,604.79",9.7%,90.3%,0.0%,
Region II,Isabela,Santiago City,City,1st,25.88,199.53,7.45,232.87,18.21,6.40,51.32,75.93,308.80,1.02,"1,479.62",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,789.44",17.3%,82.7%,0.0%,
Region II,Cagayan,Tuguegarao City,City,3rd,24.57,194.70,22.27,241.54,35.07,13.66,119.49,168.22,409.76,1.56,598.92,0.00,0.00,0.00,1.15,0.00,0.00,1.15,"1,011.39",40.5%,59.2%,0.1%,
Region III,Pampanga,Angeles City,City,1st,248.86,690.07,65.05,"1,003.98",84.62,123.63,54.51,262.75,"1,266.74",1.20,944.90,19.28,20.37,0.00,45.64,0.00,0.00,85.29,"2,298.12",55.1%,41.1%,3.7%,
Region III,Bataan,Balanga City,City,4th,46.31,109.90,23.54,179.74,24.68,11.22,54.11,90.01,269.75,18.93,477.98,0.00,0.00,0.07,0.74,0.00,0.00,0.80,767.46,35.1%,62.3%,0.1%,
Region III,Nueva Ecija,Cabanatuan City,City,1st,83.75,273.91,31.01,388.67,41.97,21.62,23.47,87.07,475.73,20.56,956.11,0.00,0.00,0.00,0.07,0.00,0.00,0.07,"1,452.48",32.8%,65.8%,0.0%,
Region III,Nueva Ecija,Gapan City,City,4th,5.87,56.23,4.74,66.84,14.19,4.58,23.42,42.19,109.03,0.11,545.67,0.00,0.00,0.00,0.81,0.00,0.00,0.81,655.61,16.6%,83.2%,0.1%,
Region III,Pampanga,Mabalacat City,City,3rd,22.32,122.13,16.52,160.97,29.12,4.59,19.26,52.97,213.94,0.00,704.16,758.23,0.00,0.00,0.00,0.00,0.00,758.23,"1,676.33",12.8%,42.0%,45.2%,
Region III,Bulacan,Malolos City,City,3rd,61.93,228.43,24.31,314.67,32.36,11.98,22.63,66.97,381.64,0.27,692.75,0.00,0.00,0.00,1.23,0.00,0.00,1.23,"1,075.90",35.5%,64.4%,0.1%,
Region III,Bulacan,Meycauayan City,City,3rd,81.41,548.38,20.98,650.77,41.86,34.88,8.18,84.92,735.68,1.23,593.50,5.99,0.00,0.00,1.56,0.00,0.00,7.54,"1,337.96",55.0%,44.4%,0.6%,
Region III,Zambales,Olongapo City,City,1st,67.53,182.70,22.21,272.44,55.61,33.24,362.04,450.89,723.33,3.08,0.00,98.91,0.00,0.00,2.14,0.00,0.00,101.05,827.46,87.4%,0.0%,12.2%,
Region III,Nueva Ecija,Palayan City,City,5th,6.99,5.77,1.35,14.11,4.66,1.59,1.57,7.82,21.92,0.26,380.34,0.00,0.00,0.00,0.18,0.00,0.00,0.18,402.71,5.4%,94.4%,0.0%,
Region III,Pampanga,San Fernando City,City,1st,127.13,614.51,44.61,786.25,58.14,53.34,44.79,156.28,942.53,18.89,781.45,0.00,0.00,0.00,2.00,0.00,0.27,2.26,"1,745.13",54.0%,44.8%,0.1%,
Region III,Nueva Ecija,San Jose City,City,3rd,32.86,68.33,13.38,114.56,17.18,17.60,46.79,81.58,196.14,0.38,611.49,0.00,0.02,0.00,0.00,0.00,0.00,0.02,808.03,24.3%,75.7%,0.0%,
Region III,Bulacan,San Jose Del Monte City,City,1st,85.48,274.33,34.65,394.47,52.70,93.59,16.00,162.29,556.75,12.39,"1,245.90",0.00,1.44,0.00,1.32,0.00,0.00,2.76,"1,817.80",30.6%,68.5%,0.2%,
Region III,Nueva Ecija,Science City Of Muñoz,City,4th,6.12,27.65,4.74,38.51,4.66,3.99,16.35,25.00,63.51,0.20,497.88,0.00,0.00,0.00,0.34,0.00,0.00,0.34,561.93,11.3%,88.6%,0.1%,
Region III,Tarlac,Tarlac City,City,1st,74.07,321.68,25.53,421.27,48.63,20.38,45.50,114.52,535.79,1.61,"1,014.38",55.30,0.00,1.51,1.96,0.00,0.00,58.76,"1,610.54",33.3%,63.0%,3.6%,
Region IV-A,Rizal,Antipolo City,City,1st,381.86,833.45,84.19,"1,299.50",194.22,142.66,72.61,409.48,"1,708.99",11.74,"1,742.67",0.00,0.00,0.00,5.96,0.00,0.00,5.96,"3,469.36",49.3%,50.2%,0.2%,
Region IV-A,Cavite,Bacoor City,City,"1st
(as Municipality)",157.52,395.65,59.06,612.23,124.80,99.06,33.77,257.63,869.86,0.66,"1,218.13",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,088.65",41.6%,58.3%,0.0%,
Region IV-A,Batangas,Batangas City,City,1st,393.03,844.54,43.89,"1,281.45",107.47,23.11,61.37,191.95,"1,473.40",4.60,"1,000.99",0.00,0.00,0.00,2.55,0.00,0.00,2.56,"2,481.55",59.4%,40.3%,0.1%,
Region IV-A,Laguna,Biñan City,City,"1st
(as Municipality)",144.49,742.77,67.95,955.21,88.55,58.38,43.70,190.63,"1,145.83",6.93,803.59,569.18,0.00,0.72,1.06,0.00,0.00,570.95,"2,527.31",45.3%,31.8%,22.6%,
Region IV-A,Laguna,Cabuyao City,City,"1st
(as Municipality)",205.44,683.60,34.75,923.79,47.11,43.08,0.00,90.19,"1,013.98",0.82,764.15,120.82,0.00,0.13,0.00,0.00,0.00,120.95,"1,899.90",53.4%,40.2%,6.4%,
Region IV-A,Laguna,Calamba City,City,1st,428.97,"1,294.02",126.99,"1,849.98",90.43,53.15,30.33,173.91,"2,023.89",14.00,"1,089.66",835.05,0.00,0.01,1.84,0.00,0.00,836.89,"3,964.44",51.1%,27.5%,21.1%,
Region IV-A,Cavite,Cavite City,City,4th,35.50,45.44,5.82,86.76,6.70,8.07,14.85,29.63,116.38,0.61,403.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,520.69,22.4%,77.5%,0.0%,
Region IV-A,Cavite,Dasmariñas City,City,"1st
(as Municipality)",191.16,525.44,99.06,815.66,124.96,229.49,66.56,421.01,"1,236.67",12.68,"1,370.23",83.00,0.00,0.00,0.00,0.00,0.00,83.00,"2,702.57",45.8%,50.7%,3.1%,
Region IV-A,Cavite,General Trias City,City,"1st
(as Municipality)",119.40,649.63,104.24,873.27,37.07,65.09,26.75,128.91,"1,002.18",3.10,805.41,0.00,0.00,0.00,1.36,0.00,0.00,1.36,"1,812.06",55.3%,44.4%,0.1%,
Region IV-A,Cavite,Imus City,City,3rd,144.02,482.87,85.67,712.56,133.56,33.47,83.27,250.29,962.85,24.23,"1,026.40",0.00,0.00,0.00,2.57,0.00,0.06,2.63,"2,016.12",47.8%,50.9%,0.1%,
Region IV-A,Batangas,Lipa City,City,1st,146.81,367.15,60.00,573.96,99.52,19.20,43.81,162.53,736.49,8.11,942.85,130.27,0.00,0.00,0.40,0.00,0.00,130.67,"1,818.12",40.5%,51.9%,7.2%,
Region IV-A,Quezon,Lucena City,City,2nd,59.44,299.84,20.41,379.68,37.62,10.75,104.33,152.70,532.39,6.56,726.64,0.00,0.00,0.00,0.92,0.00,0.00,0.92,"1,266.50",42.0%,57.4%,0.1%,
Region IV-A,Laguna,San Pablo City,City,1st,53.12,171.52,21.40,246.03,24.38,6.11,145.51,176.00,422.04,0.02,825.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,247.63",33.8%,66.2%,0.0%,
Region IV-A,Laguna,San Pedro City,City,3rd,103.02,254.77,18.53,376.32,70.85,38.95,28.75,138.55,514.87,0.57,775.47,0.00,0.00,0.00,2.06,0.00,0.89,2.95,"1,293.86",39.8%,59.9%,0.2%,
Region IV-A,Laguna,Santa Rosa City,City,1st,510.35,"2,027.93",76.63,"2,614.91",85.33,23.63,48.27,157.22,"2,772.13",5.23,846.12,146.21,0.00,4.68,1.87,0.00,0.00,152.76,"3,776.24",73.4%,22.4%,4.0%,
Region IV-A,Cavite,Tagaytay City,City,2nd,245.15,149.79,95.47,490.41,73.41,14.12,315.72,403.25,893.66,5.20,398.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,297.16",68.9%,30.7%,0.0%,
Region IV-A,Batangas,Tanauan City,City,2nd,325.96,323.89,28.42,678.27,14.31,81.04,0.00,95.35,773.63,1.91,599.22,68.41,0.00,0.00,0.80,0.00,0.00,69.21,"1,443.96",53.6%,41.5%,4.8%,
Region IV-A,Quezon,Tayabas City,City,6th,18.74,30.32,9.58,58.64,11.77,5.55,14.55,31.87,90.51,1.19,584.89,0.00,0.00,0.22,0.09,0.00,0.00,0.31,676.90,13.4%,86.4%,0.0%,
Region IV-A,Cavite,Trece Martires City,City,4th,54.16,144.56,23.56,222.27,35.41,13.98,43.17,92.56,314.83,1.54,513.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,829.49,38.0%,61.9%,0.0%,
MIMAROPA Region,Oriental Mindoro,Calapan City,City,3rd,7.73,112.54,14.07,134.34,24.16,18.84,22.84,65.83,200.17,0.53,656.22,0.00,0.00,0.00,0.92,0.00,0.03,0.95,857.87,23.3%,76.5%,0.1%,
MIMAROPA Region,Palawan,Puerto Princesa City,City,1st,106.31,336.66,25.43,468.40,58.28,137.04,135.99,331.31,799.71,3.31,"2,654.29",0.00,0.00,0.00,1.37,0.00,0.00,1.37,"3,458.68",23.1%,76.7%,0.0%,
Region V,Camarines Sur,Iriga City,City,4th,11.65,41.94,3.00,56.60,7.80,6.44,31.29,45.54,102.14,0.05,525.11,0.00,0.12,0.05,0.50,0.00,0.00,0.68,627.98,16.3%,83.6%,0.1%,
Region V,Albay,Legazpi City,City,2nd,85.72,358.17,27.13,471.02,31.44,17.39,66.76,115.59,586.61,5.41,676.21,0.00,0.00,0.45,1.47,0.00,0.00,1.92,"1,270.15",46.2%,53.2%,0.2%,
Region V,Albay,Ligao City,City,4th,4.84,38.79,4.04,47.67,5.00,15.38,22.16,42.54,90.21,6.47,617.04,0.00,0.00,0.02,0.13,0.00,0.00,0.15,713.88,12.6%,86.4%,0.0%,
Region V,Masbate,Masbate City,City,4th,8.62,42.74,3.72,55.08,16.79,6.85,17.81,41.44,96.52,0.05,541.47,0.00,0.00,0.00,0.23,0.00,0.00,0.23,638.26,15.1%,84.8%,0.0%,
Region V,Camarines Sur,Naga City,City,2nd,49.74,295.34,29.00,374.08,51.26,30.86,143.14,225.26,599.33,9.54,616.65,1.92,0.00,0.00,1.88,0.00,0.00,3.80,"1,229.32",48.8%,50.2%,0.3%,
Region V,Sorsogon,Sorsogon City,City,3rd,18.73,61.08,3.61,83.42,23.36,6.54,11.30,41.21,124.63,0.10,733.59,0.00,0.00,0.00,1.20,0.00,0.00,1.20,859.50,14.5%,85.3%,0.1%,
Region V,Albay,Tabaco City,City,4th,16.56,36.26,4.11,56.93,9.90,10.19,24.39,44.47,101.40,4.19,543.78,0.00,0.00,0.00,0.37,0.00,0.00,0.37,649.74,15.6%,83.7%,0.1%,
Region VI,Negros Occidental,Bacolod City,City,1st,293.38,424.44,58.74,776.57,99.67,62.47,27.41,189.54,966.11,4.65,"1,274.47",38.45,0.00,0.00,16.72,0.00,0.00,55.16,"2,300.38",42.0%,55.4%,2.4%,
